PCode,Sante ID,District ID,Nom Institute,Operating Organisation,Comment,Y DDS,Commune,Facility Name (English),Departemen,Categorie,Construction Type,X DDS,Source,FID Value,Commune Code,Facility Name (French),Fax,Accuracy,Region ID,Health Center ID,Facility Name (Kreyol),Type,Damage,Telephone,Commune ID,Address,Email,latitude,longitude
11135,36,1,Centre de santé Caravelle,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,928,111,,,,1,1115036,,PRI,,,11,,,18.5259222177,-72.3350688194
11137,38,1,Centre de Santé Bethanie,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,929,111,,,,1,1115038,,MIX,,,11,,,18.5259222177,-72.3350688194
11138,39,1,Centre St Jude,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,930,111,,,,1,1115039,,PRI,,,11,,,18.5259222177,-72.3350688194
11139,40,1,Centre de Santé ACDEF mapou,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,931,111,,,,1,1115040,,PRI,,,11,,,18.5259222177,-72.3350688194
11140,41,1,Centre de Santé Providence,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,932,111,,,,1,1115041,,MIX,,,11,,,18.5259222177,-72.3350688194
11141,42,1,Centre de Santé Bethesda,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,933,111,,,,1,1115042,,MIX,,,11,,,18.5259222177,-72.3350688194
11145,46,1,Hôpital Saint-esprit,,,18.525922,Port-au-Prince,,OUEST,HOP,,-72.335068,2009_MSPP_database,934,111,,,,1,1115046,,PRI,,,11,,,18.5259222177,-72.3350688194
11147,48,1,Hôpital Sapiens,,,18.525922,Port-au-Prince,,OUEST,HOP,,-72.335068,2009_MSPP_database,935,111,,,,1,1115048,,PRI,,,11,,,18.5259222177,-72.3350688194
11148,49,1,Maternité UMO,,,18.525922,Port-au-Prince,,OUEST,HOP,,-72.335068,2009_MSPP_database,936,111,,,,1,1115049,,PRI,,,11,,,18.5259222177,-72.3350688194
11152,53,1,Maternité de Christ-roi,,,18.525922,Port-au-Prince,,OUEST,HOP,,-72.335068,2009_MSPP_database,937,111,,,,1,1115053,,PRI,,,11,,,18.5259222177,-72.3350688194
11153,54,1,Centre de Santé cite Canada (Haut Turgeau),,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,938,111,,,,1,1115054,,MIX,,,11,,,18.5259222177,-72.3350688194
11201,55,1,Centre de santé  Armée du Salut,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,939,112,,,,1,1125055,,PRI,,,12,,,18.5704176049,-72.2914671138
11203,57,1,C/S Delmas 30,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,940,112,,,,1,1125057,,PRI,,,12,,,18.5704176049,-72.2914671138
11204,58,1,C/S La Saline,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,941,112,,,,1,1125058,,PRI,,,12,,,18.5704176049,-72.2914671138
11205,59,1,Citymed de Delmas,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,942,112,,,,1,1125059,,PRI,,,12,,,18.5704176049,-72.2914671138
11206,60,1,Centre de santé de Delmas 33,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,943,112,,,,1,1125060,,PUB,,,12,,,18.5704176049,-72.2914671138
11207,61,1,C/S communauté chrétienne Fleuriot de Tabarre,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,944,112,,,,1,1125061,,PRI,,,12,,,18.5704176049,-72.2914671138
11210,64,1,Centre de santé solidarité,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,945,112,,,,1,1125064,,PRI,,,12,,,18.5704176049,-72.2914671138
11211,65,1,Hopital saint Charbel (DASH),,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,946,112,,,,1,1125065,,PRI,,,12,,,18.5704176049,-72.2914671138
11212,66,1,Hopital Jude Anne (DASH),,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,947,112,,,,1,1125066,,PRI,,,12,,,18.5704176049,-72.2914671138
11213,67,1,Centre de santé lumière,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,948,112,,,,1,1125067,,PRI,,,12,,,18.5704176049,-72.2914671138
11214,68,1,CPFO,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,949,112,,,,1,1125068,,PRI,,,12,,,18.5704176049,-72.2914671138
11215,69,1,Vie et  santé,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,950,112,,,,1,1125069,,PRI,,,12,,,18.5704176049,-72.2914671138
11216,70,1,Fondeph delmas,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,951,112,,,,1,1125070,,PRI,,,12,,,18.5704176049,-72.2914671138
11217,71,1,Hopital Isaïe Jeanty,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,952,112,,,,1,1125071,,PUB,,,12,,,18.5704176049,-72.2914671138
11218,72,1,Haiti Med,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,953,112,,,,1,1125072,,PRI,,,12,,,18.5704176049,-72.2914671138
11219,73,1,Centre de santé croix des missions,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,954,112,,,,1,1125073,,PRI,,,12,,,18.5704176049,-72.2914671138
11222,76,1,Centre de Santé  Saint-Jean,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,955,112,,,,1,1125076,,PUB,,,12,,,18.5704176049,-72.2914671138
11223,77,1,Hôpital de l'OFATMA,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,956,112,,,,1,1125077,,PRI,,,12,,,18.5704176049,-72.2914671138
11224,78,1,Centre de Santé de Petite Place Cazeau,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,957,112,,,,1,1125078,,PUB,,,12,,,18.5704176049,-72.2914671138
11225,79,1,Centre de Santé Saint-Martin I,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,958,112,,,,1,1125079,,PRI,,,12,,,18.5704176049,-72.2914671138
11226,80,1,Centre de Santé Saint-Martin II,,,18.570417,Delmas,,OUEST,CAL,,-72.291467,2009_MSPP_database,959,112,,,,1,1125080,,PUB,,,12,,,18.5704176049,-72.2914671138
11228,82,1,Bernard Mews,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,960,112,,,,1,1125082,,PUB,,,12,,,18.5704176049,-72.2914671138
11229,83,1,CHOSCAL,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,961,112,,,,1,1125083,,PUB,,,12,,,18.5704176049,-72.2914671138
11230,84,1,CHAPI,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,962,112,,,,1,1125084,,PRI,,,12,,,18.5704176049,-72.2914671138
11231,85,1,C/S Fontaine,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,963,112,,,,1,1125085,,PRI,,,12,,,18.5704176049,-72.2914671138
11232,86,1,Centre médical & de nutrition Rosalie Rendu,,,18.570417,Delmas,,OUEST,HOP,,-72.291467,2009_MSPP_database,964,112,,,,1,1125086,,PUB,,,12,,,18.5704176049,-72.2914671138
11233,87,1,C/S Pèlerin,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,965,112,,,,1,1125087,,PRI,,,12,,,18.5704176049,-72.2914671138
11302,89,1,Dispensaire de Cookson Hill,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,966,113,,,,1,1135089,,PRI,,,13,,,18.4660248434,-72.4110972953
11303,90,1,Hôpital de carrefour,,,18.466024,Carrefour,,OUEST,HOP,,-72.411097,2009_MSPP_database,967,113,,,,1,1135090,,PRI,,,13,,,18.4660248434,-72.4110972953
11304,91,1,Centre médico social (rivière froide),,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,968,113,,,,1,1135091,,PRI,,,13,,,18.4660248434,-72.4110972953
11305,92,1,C/S Béthel Mahotière 81,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,969,113,,,,1,1135092,,PRI,,,13,,,18.4660248434,-72.4110972953
11307,94,1,CSL La Barque de Pierre,,,18.466024,Carrefour,,OUEST,HOP,,-72.411097,2009_MSPP_database,970,113,,,,1,1135094,,PRI,,,13,,,18.4660248434,-72.4110972953
11308,95,1,Dispensaire la main tendue de Bertin,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,971,113,,,,1,1135095,,PRI,,,13,,,18.4660248434,-72.4110972953
11309,96,1,CSL OBCG,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,972,113,,,,1,1135096,,PRI,,,13,,,18.4660248434,-72.4110972953
11310,97,1,SHEKINAH,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,973,113,,,,1,1135097,,PRI,,,13,,,18.4660248434,-72.4110972953
11311,98,1,Dispensaire de Taiffer,,,18.466024,Carrefour,,OUEST,DISP,,-72.411097,2009_MSPP_database,974,113,,,,1,1135098,,PRI,,,13,,,18.4660248434,-72.4110972953
11312,99,1,Centre de Santé Communautaire de Waney 87,,,18.466024,Carrefour,,OUEST,DISP,,-72.411097,2009_MSPP_database,975,113,,,,1,1135099,,PRI,,,13,,,18.4660248434,-72.4110972953
11313,100,1,Centre de Santé Béthel,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,976,113,,,,1,1135100,,PRI,,,13,,,18.4660248434,-72.4110972953
11314,101,1,Centre de Santé Multi fonctionnaire de sous-rail,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,977,113,,,,1,1135101,,MIX,,,13,,,18.4660248434,-72.4110972953
11315,102,1,Dispensaire ASCOSADEC,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,978,113,,,,1,1135102,,PRI,,,13,,,18.4660248434,-72.4110972953
11316,103,1,Hôpital Food for the Poor,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,979,113,,,,1,1135103,,PRI,,,13,,,18.4660248434,-72.4110972953
11317,104,1,C/S Omes,,,18.466024,Carrefour,,OUEST,HOP,,-72.411097,2009_MSPP_database,980,113,,,,1,1135104,,PRI,,,13,,,18.4660248434,-72.4110972953
11318,105,1,C/S Mère Térésa,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,981,113,,,,1,1135105,,PRI,,,13,,,18.4660248434,-72.4110972953
11319,106,1,Centre de Santé Hands of Love,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,982,113,,,,1,1135106,,PRI,,,13,,,18.4660248434,-72.4110972953
11320,107,1,Centre de la communauté des frères unis,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,983,113,,,,1,1135107,,PRI,,,13,,,18.4660248434,-72.4110972953
11322,109,1,C/S Maranatha,,,18.466024,Carrefour,,OUEST,DISP,,-72.411097,2009_MSPP_database,984,113,,,,1,1135109,,PRI,,,13,,,18.4660248434,-72.4110972953
11323,110,1,Zion par la Foi,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,985,113,,,,1,1135110,,PRI,,,13,,,18.4660248434,-72.4110972953
11324,111,1,C/S Maranatha,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,986,113,,,,1,1135111,,PRI,,,13,,,18.4660248434,-72.4110972953
11325,112,1,Dispensaire Mocot,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,987,113,,,,1,1135112,,PRI,,,13,,,18.4660248434,-72.4110972953
11326,113,1,C/S Bertin,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,988,113,,,,1,1135113,,PRI,,,13,,,18.4660248434,-72.4110972953
11327,114,1,Clinique mennonite,,,18.466024,Carrefour,,OUEST,DISP,,-72.411097,2009_MSPP_database,989,113,,,,1,1135114,,PRI,,,13,,,18.4660248434,-72.4110972953
11401,115,1,Centre de Santé calebasse,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,990,114,,,,1,1145115,,PRI,,,14,,,18.480860066,-72.254570786
11402,116,1,Citymed de Pétion ville,,,18.48086,Pétion ville,,OUEST,DISP,,-72.25457,2009_MSPP_database,991,114,,,,1,1145116,,PUB,,,14,,,18.480860066,-72.254570786
11405,119,1,Centre Eliazar Germain,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,992,114,,,,1,1145119,,PRI,,,14,,,18.480860066,-72.254570786
11406,120,1,C/S Francisca Cabrini,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,993,114,,,,1,1145120,,PRI,,,14,,,18.480860066,-72.254570786
11407,121,1,Hopital Censhop,,,18.48086,Pétion ville,,OUEST,HOP,,-72.25457,2009_MSPP_database,994,114,,,,1,1145121,,MIX,,,14,,,18.480860066,-72.254570786
11408,122,1,CSL family center,,,18.48086,Pétion ville,,OUEST,CAL,,-72.25457,2009_MSPP_database,995,114,,,,1,1145122,,PUB,,,14,,,18.480860066,-72.254570786
11409,123,1,Fondeph,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,996,114,,,,1,1145123,,PRI,,,14,,,18.480860066,-72.254570786
11411,125,1,C/S kay lavi,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,997,114,,,,1,1145125,,PRI,,,14,,,18.480860066,-72.254570786
11412,126,1,Hopital nos petits frères et soeurs,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,998,114,,,,1,1145126,,PRI,,,14,,,18.480860066,-72.254570786
11414,128,1,C/S Notre Dame du Cap,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,999,114,,,,1,1145128,,PRI,,,14,,,18.480860066,-72.254570786
11416,130,1,C/S  retraite sainte Anne,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1000,114,,,,1,1145130,,PRI,,,14,,,18.480860066,-72.254570786
11419,133,1,C/S Concardia,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1001,114,,,,1,1145133,,PRI,,,14,,,18.480860066,-72.254570786
11420,134,1,Centre de Santé philantropique de dupont,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1002,114,,,,1,1145134,,PRI,,,14,,,18.480860066,-72.254570786
11421,135,1,Dispensaire de Diegue,,,18.48086,Pétion ville,,OUEST,DISP,,-72.25457,2009_MSPP_database,1003,114,,,,1,1145135,,PRI,,,14,,,18.480860066,-72.254570786
11422,136,1,C/S l’espoir,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1004,114,,,,1,1145136,,PRI,,,14,,,18.480860066,-72.254570786
11501,137,1,Centre de Santé de Kenscoff,,,18.404312,Kenscoff,,OUEST,CSL,,-72.289664,2009_MSPP_database,1005,115,,,,1,1155137,,PUB,,,15,,,18.4043120675,-72.2896647955
11502,138,1,Dispensaire de Bolosse (mission baptiste),,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1006,115,,,,1,1155138,,PRI,,,15,,,18.4043120675,-72.2896647955
11504,140,1,Dispensaire de  Greffin (mission baptiste),,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1007,115,,,,1,1155140,,PRI,,,15,,,18.4043120675,-72.2896647955
11505,141,1,Dispensaire de Robin  (mission baptiste),,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1008,115,,,,1,1155141,,PRI,,,15,,,18.4043120675,-72.2896647955
11506,142,1,Dispensaire de Bongars (mission baptiste),,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1009,115,,,,1,1155142,,PRI,,,15,,,18.4043120675,-72.2896647955
11507,143,1,Disp. Notre Dame Perpétuel Secours (Furcy),,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1010,115,,,,1,1155143,,PRI,,,15,,,18.4043120675,-72.2896647955
11508,144,1,Dispensaire d’Athis,,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1011,115,,,,1,1155144,,PRI,,,15,,,18.4043120675,-72.2896647955
11509,145,1,Dispensaire Godey (Afè nèg kombit),,,18.404312,Kenscoff,,OUEST,DISP,,-72.289664,2009_MSPP_database,1012,115,,,,1,1155145,,PRI,,,15,,,18.4043120675,-72.2896647955
0,154,1,AMI,,,18.570417,Delmas,,OUEST,DISP,,-72.291467,2009_MSPP_database,1013,112,,,,1,1125154,,PRI,,,12,,,18.5704176049,-72.2914671138
0,155,1,Haiti Medicare,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,1014,112,,,,1,1125155,,PRI,,,12,,,18.5704176049,-72.2914671138
0,156,1,Dieu qui Donne,,,18.570417,Delmas,,OUEST,CSL,,-72.291467,2009_MSPP_database,1015,112,,,,1,1125156,,PRI,,,12,,,18.5704176049,-72.2914671138
11156,157,1,C/S Cité l'Eternel,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,1016,111,,,,1,1115157,,MIX,,,11,,,18.5259222177,-72.3350688194
11331,158,1,Asad,,,18.466024,Carrefour,,OUEST,DISP,,-72.411097,2009_MSPP_database,1017,113,,,,1,1135158,,PRI,,,13,,,18.4660248434,-72.4110972953
11163,160,1,C/S Lak Descayettes,,,18.525922,Port-au-Prince,,OUEST,CSL,,-72.335068,2009_MSPP_database,1018,111,,,,1,1115160,,PRI,,,11,,,18.5259222177,-72.3350688194
0,161,1,Mocmocham,,,18.466024,Carrefour,,OUEST,DISP,,-72.411097,2009_MSPP_database,1019,113,,,,1,1135161,,PRI,,,13,,,18.4660248434,-72.4110972953
0,162,1,C/S Main de Dieu,,,18.466024,Carrefour,,OUEST,CAL,,-72.411097,2009_MSPP_database,1020,113,,,,1,1135162,,PRI,,,13,,,18.4660248434,-72.4110972953
0,163,1,Hope Alive Clinic,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,1021,113,,,,1,1135163,,PRI,,,13,,,18.4660248434,-72.4110972953
0,164,1,C/S Haiti ST Rock Fondation,,,18.466024,Carrefour,,OUEST,CAL,,-72.411097,2009_MSPP_database,1022,113,,,,1,1135164,,PRI,,,13,,,18.4660248434,-72.4110972953
0,165,1,C/S Bérékia,,,18.466024,Carrefour,,OUEST,CSL,,-72.411097,2009_MSPP_database,1023,113,,,,1,1135165,,PRI,,,13,,,18.4660248434,-72.4110972953
0,166,1,C/S Morne Hercule,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1024,114,,,,1,1145166,,PRI,,,14,,,18.480860066,-72.254570786
0,167,1,Fondeph Pétion-Ville,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1025,114,,,,1,1145167,,PRI,,,14,,,18.480860066,-72.254570786
0,168,1,C/S Canapé-Vert,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1026,114,,,,1,1145168,,PRI,,,14,,,18.480860066,-72.254570786
0,169,1,Hopital nos petits freres et soeurs pétion- Ville,,,18.48086,Pétion ville,,OUEST,CSL,,-72.25457,2009_MSPP_database,1027,114,,,,1,1145169,,PRI,,,14,,,18.480860066,-72.254570786
0,170,1,ANC Robin,,,18.404312,Kenscoff,,OUEST,CSL,,-72.289664,2009_MSPP_database,1028,115,,,,1,1155170,,PRI,,,15,,,18.4043120675,-72.2896647955
14102,4,4,CAL d’Arcahaie,,,18.885525,Arcahaie,,OUEST,CAL,,-72.529399,2009_MSPP_database,1029,141,,,,1,1415004,,PUB,,,41,,,18.8855253555,-72.5293996671
14104,7,4,Dispensaire Notre Dame du Perpétuel Secours,,,18.885525,Arcahaie,,OUEST,DISP,,-72.529399,2009_MSPP_database,1030,141,,,,1,1415007,,PRI,,,41,,,18.8855253555,-72.5293996671
0,14,4,C/S Action Globale,,,18.774152,Cabaret,,OUEST,CSL,,-72.397501,2009_MSPP_database,1031,142,,,,1,1425014,,PRI,,,42,,,18.7741527982,-72.3975015365
12101,2,5,Dispensaire de Beauséjour,,,18.439416,Léogane,,OUEST,DISP,,-72.588364,2009_MSPP_database,1032,121,,,,1,1215002,,PRI,,,21,,,18.4394162753,-72.5883644157
12107,13,5,Asile de Sigueneau,,,18.439416,Léogane,,OUEST,HOP,,-72.588364,2009_MSPP_database,1033,121,,,,1,1215013,,PRI,,,21,,,18.4394162753,-72.5883644157
12111,17,5,Dispensaire de Trouin,,,18.439416,Léogane,,OUEST,DISP,,-72.588364,2009_MSPP_database,1034,121,,,,1,1215017,,PUB,,,21,,,18.4394162753,-72.5883644157
0,19,5,Clinique de Christianville,,,18.508452,Gressier,,OUEST,CSL,,-72.50948,2009_MSPP_database,1035,116,,,,1,1165019,,PRI,,,16,,,18.508452157,-72.5094809931
0,20,5,C/S Fosadec,,,18.508452,Gressier,,OUEST,CSL,,-72.50948,2009_MSPP_database,1036,116,,,,1,1165020,,PRI,,,16,,,18.508452157,-72.5094809931
0,21,5,Dispensaire Bon Berger,,,18.508452,Gressier,,OUEST,DISP,,-72.50948,2009_MSPP_database,1037,116,,,,1,1165021,,PRI,,,16,,,18.508452157,-72.5094809931
11607,22,5,C/S Gressier,,,18.508452,Gressier,,OUEST,CSL,,-72.50948,2009_MSPP_database,1038,116,,,,1,1165022,,PRI,,,16,,,18.508452157,-72.5094809931
0,23,5,C/S Marie Jean,,,18.439416,Léogane,,OUEST,CSL,,-72.588364,2009_MSPP_database,1039,121,,,,1,1215023,,PRI,,,21,,,18.4394162753,-72.5883644157
0,24,5,"C/S Petite Rivière,guerin",,,18.439416,Léogane,,OUEST,CAL,,-72.588364,2009_MSPP_database,1040,121,,,,1,1215024,,PRI,,,21,,,18.4394162753,-72.5883644157
15101,2,7,Disp. Trou Ligeune,,,18.814425,Anse à Galets,,OUEST,DISP,,-72.952468,2009_MSPP_database,1041,151,,,,1,1515002,,PRI,,,51,,,18.814425893,-72.9524682493
12206,12,7,Dispensaire Pointe Latanier,,,18.874669,Pte à Raquette,,OUEST,CSL,,-73.158849,2009_MSPP_database,1042,152,,,,1,1525012,,PRI,,,52,,,18.8746692493,-73.1588494611
12201,2,8,Hôpital Notre Dame,,,18.376594,Petit Goave,,OUEST,HOP,,-72.931574,2009_MSPP_database,1043,122,,,,1,1225002,,PUB,,,22,,,18.3765948381,-72.9315743298
12207,11,8,Clinique mobile Olivier,,,18.376594,Petit Goave,,OUEST,CSL,,-72.931574,2009_MSPP_database,1044,122,,,,1,1225011,,PRI,,,22,,,18.3765948381,-72.9315743298
12208,12,8,Centre de Santé Henry Gérard Desgranges,,,18.376594,Petit Goave,,OUEST,CSL,,-72.931574,2009_MSPP_database,1045,122,,,,1,1225012,,PRI,,,22,,,18.3765948381,-72.9315743298
0,14,8,C/S Methodiste,,,18.376594,Petit Goave,,OUEST,HOP,,-72.931574,2009_MSPP_database,1046,122,,,,1,1225014,,PRI,,,22,,,18.3765948381,-72.9315743298
13108,19,9,Centre de Santé Sainte thérèse de Santo,,,18.539474,Cx des Bouquets,,OUEST,DISP,,-72.183933,2009_MSPP_database,1047,131,,,,1,1315019,,PRI,,,31,,,18.5394746275,-72.1839336485
13112,23,9,Bon Samaritain en action,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1048,131,,,,1,1315023,,PRI,,,31,,,18.5394746275,-72.1839336485
13114,25,9,C/S Christ-Roi,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1049,131,,,,1,1315025,,PRI,,,31,,,18.5394746275,-72.1839336485
13115,26,9,C/S Lespwa,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1050,131,,,,1,1315026,,PRI,,,31,,,18.5394746275,-72.1839336485
13116,27,9,CSE,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1051,131,,,,1,1315027,,PRI,,,31,,,18.5394746275,-72.1839336485
13117,28,9,FBSA/CMS,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1052,131,,,,1,1315028,,PRI,,,31,,,18.5394746275,-72.1839336485
13118,29,9,C/S Saint-esprit,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1053,131,,,,1,1315029,,PRI,,,31,,,18.5394746275,-72.1839336485
13119,30,9,SIF,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1054,131,,,,1,1315030,,PRI,,,31,,,18.5394746275,-72.1839336485
13120,31,9,Kay Lavi,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1055,131,,,,1,1315031,,PRI,,,31,,,18.5394746275,-72.1839336485
13121,32,9,Ag/s,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1056,131,,,,1,1315032,,PRI,,,31,,,18.5394746275,-72.1839336485
0,33,9,C/S Maison,,,18.539474,Cx des Bouquets,,OUEST,CSL,,-72.183933,2009_MSPP_database,1057,131,,,,1,1315033,,PRI,,,31,,,18.5394746275,-72.1839336485
21402,5,1,Dispensaire Morne a Brûler,,,18.262705,La Vallée,,SUD EST,DISP,,-72.711015,2009_MSPP_database,1058,214,,,,2,2145005,,MIX,,,14,,,18.2627057507,-72.7110152311
21403,6,1,Dispensaire Amalia,,,18.262705,La Vallée,,SUD EST,DISP,,-72.711015,2009_MSPP_database,1059,214,,,,2,2145006,,PRI,,,14,,,18.2627057507,-72.7110152311
21104,8,1,Dispensaire La Montagne,,,18.296408,Jacmel,,SUD EST,DISP,,-72.524077,2009_MSPP_database,1060,211,,,,2,2115008,,PUB,,,11,,,18.2964087563,-72.5240771987
21109,13,1,Dispensaire Bellevue la Montagne,,,18.296408,Jacmel,,SUD EST,DISP,,-72.524077,2009_MSPP_database,1061,211,,,,2,2115013,,MIX,,,11,,,18.2964087563,-72.5240771987
21112,16,1,Centre a lits Christian Martinez,,,18.296408,Jacmel,,SUD EST,CAL,,-72.524077,2009_MSPP_database,1062,211,,,,2,2115016,,PRI,,,11,,,18.2964087563,-72.5240771987
21302,4,2,Centre de sante Emmanuel Baptiste,,,18.261428,Cayes Jacmel,,SUD EST,CSL,,-72.402641,2009_MSPP_database,1063,213,,,,2,2135004,,PRI,,,13,,,18.2614283555,-72.4026410414
21203,5,2,Dispensaire Seguin,,,18.287233,Marigot,,SUD EST,DISP,,-72.296595,2009_MSPP_database,1064,212,,,,2,2125005,,PUB,,,12,,,18.2872337991,-72.296595644
21204,7,2,Dispensaire Grande Riviere,,,18.287233,Marigot,,SUD EST,DISP,,-72.296595,2009_MSPP_database,1065,212,,,,2,2125007,,PUB,,,12,,,18.2872337991,-72.296595644
22102,2,3,Dispensaire Saurel,,,18.212487,Bainet,,SUD EST,DISP,,-72.788837,2009_MSPP_database,1066,221,,,,2,2215002,,PUB,,,21,,,18.2124870891,-72.7888377829
